Station Name,Air Temperature,Wet Bulb Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation,Heading,Battery Life,Measurement Timestamp Label,Measurement ID,Wind Speed Ratio
Oak Street Weather Station,23.0,19.9,75,0.0,0.0,319.2,0.0,124,1.5,3.0,997.8,-3,1.0,12.1,2016-09-21 04:00:00,OakStreetWeatherStation201609210400,0.5
63rd Street Weather Station,22.1,19.8,81,0.0,0.0,828.7,0.0,197,1.6,3.0,997.4,0,355.0,11.9,2016-09-21 04:00:00,63rdStreetWeatherStation201609210400,0.5333333333333333
Oak Street Weather Station,24.5,20.5,69,0.0,0.0,319.2,0.0,97,0.6,1.3,997.9,-3,1.0,12.1,2016-09-21 05:00:00,OakStreetWeatherStation201609210500,0.4615384615384615
63rd Street Weather Station,21.8,19.7,83,0.0,0.0,828.7,0.0,219,1.8,3.1,997.9,1,354.0,12.0,2016-09-21 05:00:00,63rdStreetWeatherStation201609210500,0.5806451612903226
63rd Street Weather Station,21.8,19.6,82,0.0,0.0,828.7,0.0,208,1.9,3.9,997.6,1,353.0,12.0,2016-09-21 06:00:00,63rdStreetWeatherStation201609210600,0.48717948717948717
Oak Street Weather Station,24.8,20.9,70,0.0,0.0,319.2,0.0,60,0.8,1.4,997.9,-4,1.0,12.1,2016-09-21 06:00:00,OakStreetWeatherStation201609210600,0.5714285714285715
Oak Street Weather Station,25.0,21.0,70,0.0,0.0,319.2,0.0,315,0.8,3.6,998.9,1,1.0,12.0,2016-09-21 07:00:00,OakStreetWeatherStation201609210700,0.22222222222222224
63rd Street Weather Station,21.7,19.5,82,0.0,0.0,828.7,0.0,231,1.7,3.1,998.7,12,353.0,11.9,2016-09-21 07:00:00,63rdStreetWeatherStation201609210700,0.5483870967741935
Oak Street Weather Station,19.8,18.3,87,7.2,1.5,320.7,60.0,16,2.0,4.7,1002.9,1,1.0,12.0,2016-09-21 08:00:00,OakStreetWeatherStation201609210800,0.425531914893617
63rd Street Weather Station,22.1,19.6,79,0.0,0.0,828.7,0.0,2,7.1,12.8,1001.7,3,354.0,11.9,2016-09-21 08:00:00,63rdStreetWeatherStation201609210800,0.5546874999999999
Oak Street Weather Station,19.6,18.7,92,9.0,4.2,324.9,60.0,185,0.7,2.4,1002.5,7,1.0,12.1,2016-09-21 09:00:00,OakStreetWeatherStation201609210900,0.2916666666666667
63rd Street Weather Station,20.5,19.3,90,20.4,11.2,839.9,60.0,36,4.4,7.2,1002.2,10,354.0,11.9,2016-09-21 09:00:00,63rdStreetWeatherStation201609210900,0.6111111111111112
Oak Street Weather Station,20.8,19.5,89,0.0,2.6,327.5,0.0,46,1.8,4.5,998.8,382,1.0,12.0,2016-09-21 10:00:00,OakStreetWeatherStation201609211000,0.4
63rd Street Weather Station,20.9,19.5,88,0.0,4.5,844.4,60.0,135,5.4,8.5,998.2,124,353.0,11.8,2016-09-21 10:00:00,63rdStreetWeatherStation201609211000,0.6352941176470589
Oak Street Weather Station,22.4,20.0,80,0.0,0.0,327.5,0.0,8,2.8,3.3,1001.8,740,1.0,12.1,2016-09-21 11:00:00,OakStreetWeatherStation201609211100,0.8484848484848485
63rd Street Weather Station,22.0,20.4,87,0.0,0.0,844.4,0.0,348,2.7,3.5,1000.8,543,354.0,11.9,2016-09-21 11:00:00,63rdStreetWeatherStation201609211100,0.7714285714285715
63rd Street Weather Station,22.3,20.3,84,0.0,0.0,844.4,0.0,8,1.9,3.0,1001.2,310,354.0,11.9,2016-09-21 12:00:00,63rdStreetWeatherStation201609211200,0.6333333333333333
Oak Street Weather Station,21.7,19.7,83,0.0,0.0,327.5,0.0,57,0.5,0.7,1001.7,145,1.0,12.1,2016-09-21 12:00:00,OakStreetWeatherStation201609211200,0.7142857142857143
Oak Street Weather Station,23.3,20.1,75,0.0,0.0,327.5,0.0,22,1.3,1.4,1001.6,166,1.0,12.1,2016-09-21 13:00:00,OakStreetWeatherStation201609211300,0.9285714285714287
63rd Street Weather Station,22.4,20.4,84,0.0,0.0,844.4,0.0,11,2.0,2.9,1001.2,226,354.0,12.0,2016-09-21 13:00:00,63rdStreetWeatherStation201609211300,0.6896551724137931
Oak Street Weather Station,24.6,19.9,65,0.0,0.0,327.5,0.0,188,0.4,1.2,1000.3,74,1.0,12.1,2016-09-21 14:00:00,OakStreetWeatherStation201609211400,0.33333333333333337
63rd Street Weather Station,22.6,20.3,82,0.0,0.0,844.4,0.0,172,1.2,1.6,1000.6,75,354.0,12.0,2016-09-21 14:00:00,63rdStreetWeatherStation201609211400,0.7499999999999999
Oak Street Weather Station,24.3,20.2,69,1.2,0.6,328.1,60.0,252,3.1,7.4,999.8,38,1.0,11.9,2016-09-21 15:00:00,OakStreetWeatherStation201609211500,0.4189189189189189
63rd Street Weather Station,24.4,20.2,68,0.0,0.0,844.4,0.0,258,5.5,7.3,1000.0,89,354.0,11.9,2016-09-21 15:00:00,63rdStreetWeatherStation201609211500,0.7534246575342466
63rd Street Weather Station,23.6,19.6,69,0.0,1.2,845.6,60.0,247,3.9,6.5,997.5,50,355.0,11.9,2016-09-21 16:00:00,63rdStreetWeatherStation201609211600,0.6
Oak Street Weather Station,27.0,18.8,45,0.0,0.3,328.4,60.0,280,1.4,4.5,996.7,45,0.0,12.0,2016-09-21 16:00:00,OakStreetWeatherStation201609211600,0.3111111111111111
63rd Street Weather Station,24.6,20.2,67,0.0,0.0,845.6,0.0,244,5.9,9.6,994.2,48,354.0,11.9,2016-09-21 17:00:00,63rdStreetWeatherStation201609211700,0.6145833333333334
Oak Street Weather Station,27.8,19.3,45,0.0,0.0,328.4,0.0,320,2.1,5.1,994.9,58,1.0,11.9,2016-09-21 17:00:00,OakStreetWeatherStation201609211700,0.411764705882353
Oak Street Weather Station,22.7,18.6,68,0.0,0.0,328.4,0.0,6,4.8,8.0,998.0,44,1.0,12.1,2016-09-21 18:00:00,OakStreetWeatherStation201609211800,0.6
63rd Street Weather Station,25.7,20.4,62,0.0,0.0,845.6,0.0,45,1.8,2.9,996.3,51,354.0,12.0,2016-09-21 18:00:00,63rdStreetWeatherStation201609211800,0.6206896551724138
Oak Street Weather Station,22.0,19.1,76,0.0,0.0,328.4,0.0,262,1.3,2.1,998.3,-2,1.0,12.1,2016-09-21 19:00:00,OakStreetWeatherStation201609211900,0.6190476190476191
63rd Street Weather Station,22.1,20.2,84,0.0,0.0,845.6,0.0,33,4.5,6.3,997.6,1,354.0,12.0,2016-09-21 19:00:00,63rdStreetWeatherStation201609211900,0.7142857142857143
63rd Street Weather Station,21.4,19.9,87,0.0,0.0,845.6,0.0,26,1.0,1.5,997.3,1,354.0,12.0,2016-09-21 20:00:00,63rdStreetWeatherStation201609212000,0.6666666666666666
Oak Street Weather Station,23.0,19.4,72,0.0,0.0,328.4,0.0,117,1.2,1.6,997.9,-3,1.0,12.1,2016-09-21 20:00:00,OakStreetWeatherStation201609212000,0.7499999999999999
63rd Street Weather Station,22.8,19.7,75,0.0,0.0,845.6,0.0,84,1.0,1.4,997.2,1,354.0,11.9,2016-09-21 21:00:00,63rdStreetWeatherStation201609212100,0.7142857142857143
Oak Street Weather Station,24.0,19.2,64,0.0,0.0,328.4,0.0,182,1.0,2.9,997.7,-3,1.0,12.0,2016-09-21 21:00:00,OakStreetWeatherStation201609212100,0.3448275862068966
63rd Street Weather Station,22.2,19.5,79,0.0,0.0,845.6,0.0,241,1.0,1.3,996.8,0,354.0,11.9,2016-09-21 22:00:00,63rdStreetWeatherStation201609212200,0.7692307692307692
Oak Street Weather Station,24.8,18.8,57,0.0,0.0,328.4,0.0,102,0.5,1.0,997.3,-3,2.0,12.1,2016-09-21 22:00:00,OakStreetWeatherStation201609212200,0.5
63rd Street Weather Station,23.0,19.6,73,0.0,0.0,845.6,0.0,220,0.4,0.6,996.9,0,354.0,11.9,2016-09-21 23:00:00,63rdStreetWeatherStation201609212300,0.6666666666666667
Oak Street Weather Station,25.6,18.3,50,0.0,0.0,328.4,0.0,121,0.6,1.3,997.5,-4,1.0,12.1,2016-09-21 23:00:00,OakStreetWeatherStation201609212300,0.4615384615384615
Oak Street Weather Station,22.1,18.5,71,0.0,0.0,328.4,0.0,84,0.5,0.9,997.9,-3,1.0,11.9,2016-09-22 00:00:00,OakStreetWeatherStation201609222400,0.5555555555555556
63rd Street Weather Station,21.6,19.2,81,0.0,0.0,845.6,0.0,2,0.7,1.3,997.3,1,354.0,11.9,2016-09-22 00:00:00,63rdStreetWeatherStation201609222400,0.5384615384615384
63rd Street Weather Station,21.7,19.3,80,0.0,0.0,845.6,0.0,28,0.4,0.6,996.8,1,354.0,11.9,2016-09-22 01:00:00,63rdStreetWeatherStation201609220100,0.6666666666666667
Oak Street Weather Station,20.2,18.1,82,0.0,0.0,328.4,0.0,13,0.6,0.9,997.4,-2,1.0,12.1,2016-09-22 01:00:00,OakStreetWeatherStation201609220100,0.6666666666666666
Oak Street Weather Station,22.8,19.1,71,0.0,0.0,328.4,0.0,118,1.0,2.4,995.8,-3,1.0,12.0,2016-09-22 06:00:00,OakStreetWeatherStation201609220600,0.4166666666666667
63rd Street Weather Station,20.8,18.9,84,0.0,0.0,845.6,0.0,202,1.3,2.6,995.5,1,355.0,11.9,2016-09-22 06:00:00,63rdStreetWeatherStation201609220600,0.5
63rd Street Weather Station,20.6,18.3,81,0.0,0.0,845.6,0.0,230,1.6,2.6,996.1,17,354.0,12.0,2016-09-22 07:00:00,63rdStreetWeatherStation201609220700,0.6153846153846154
Oak Street Weather Station,23.3,18.7,65,0.0,0.0,328.4,0.0,81,0.9,1.4,996.5,15,1.0,12.0,2016-09-22 07:00:00,OakStreetWeatherStation201609220700,0.6428571428571429
Oak Street Weather Station,24.1,19.0,62,0.0,0.0,328.4,0.0,19,1.2,1.8,997.0,170,1.0,12.0,2016-09-22 08:00:00,OakStreetWeatherStation201609220800,0.6666666666666666
63rd Street Weather Station,22.1,19.1,76,0.0,0.0,845.6,0.0,222,1.4,2.2,996.7,254,355.0,11.9,2016-09-22 08:00:00,63rdStreetWeatherStation201609220800,0.6363636363636362
Oak Street Weather Station,24.5,19.1,60,0.0,0.0,328.4,0.0,254,1.3,2.6,997.1,182,2.0,12.0,2016-09-22 09:00:00,OakStreetWeatherStation201609220900,0.5
63rd Street Weather Station,23.1,19.3,71,0.0,0.0,845.6,0.0,245,1.9,3.9,996.9,170,355.0,12.0,2016-09-22 09:00:00,63rdStreetWeatherStation201609220900,0.48717948717948717
Oak Street Weather Station,25.9,19.7,57,0.0,0.0,328.4,0.0,238,0.8,1.7,997.1,390,2.0,11.9,2016-09-22 10:00:00,OakStreetWeatherStation201609221000,0.4705882352941177
63rd Street Weather Station,24.9,20.0,64,0.0,0.0,845.6,0.0,256,2.9,4.3,996.9,300,355.0,11.9,2016-09-22 10:00:00,63rdStreetWeatherStation201609221000,0.6744186046511628
Oak Street Weather Station,26.4,20.1,56,0.0,0.0,328.4,0.0,94,0.8,2.0,995.9,282,1.0,12.2,2016-09-22 12:00:00,OakStreetWeatherStation201609221200,0.4
63rd Street Weather Station,25.9,20.6,62,0.0,0.0,845.6,0.0,224,1.8,2.7,995.7,242,355.0,12.0,2016-09-22 12:00:00,63rdStreetWeatherStation201609221200,0.6666666666666666
63rd Street Weather Station,26.2,20.5,60,0.0,0.0,845.6,0.0,226,1.2,3.7,995.2,236,354.0,12.0,2016-09-22 13:00:00,63rdStreetWeatherStation201609221300,0.3243243243243243
Oak Street Weather Station,27.0,20.2,54,0.0,0.0,328.4,0.0,120,1.0,1.6,995.6,238,2.0,12.1,2016-09-22 13:00:00,OakStreetWeatherStation201609221300,0.625
63rd Street Weather Station,27.1,20.9,58,0.0,0.0,845.6,0.0,248,2.6,4.0,994.8,292,355.0,11.9,2016-09-22 14:00:00,63rdStreetWeatherStation201609221400,0.65
Oak Street Weather Station,27.4,20.3,52,0.0,0.0,328.4,0.0,83,0.8,1.2,995.1,257,1.0,12.1,2016-09-22 14:00:00,OakStreetWeatherStation201609221400,0.6666666666666667
Oak Street Weather Station,27.5,20.2,52,0.0,0.0,328.4,0.0,352,1.3,2.2,994.3,222,1.0,12.1,2016-09-22 15:00:00,OakStreetWeatherStation201609221500,0.5909090909090908
63rd Street Weather Station,27.9,21.1,55,0.0,0.0,845.6,0.0,181,0.9,3.9,993.9,291,354.0,12.0,2016-09-22 15:00:00,63rdStreetWeatherStation201609221500,0.23076923076923078
Oak Street Weather Station,26.8,20.4,56,0.0,0.0,328.4,0.0,115,1.3,2.7,993.9,196,1.0,11.9,2016-09-22 16:00:00,OakStreetWeatherStation201609221600,0.48148148148148145
63rd Street Weather Station,24.6,19.8,67,0.0,0.0,845.6,0.0,147,0.5,1.1,993.4,280,354.0,12.0,2016-09-22 16:00:00,63rdStreetWeatherStation201609221600,0.45454545454545453
Oak Street Weather Station,26.7,20.3,56,0.0,0.0,328.4,0.0,108,1.2,2.2,993.8,106,1.0,12.0,2016-09-22 17:00:00,OakStreetWeatherStation201609221700,0.5454545454545454
63rd Street Weather Station,23.9,20.5,74,0.0,0.0,845.6,0.0,133,0.4,0.7,993.2,167,352.0,11.9,2016-09-22 17:00:00,63rdStreetWeatherStation201609221700,0.5714285714285715
63rd Street Weather Station,23.1,20.8,82,0.0,0.0,845.6,0.0,49,0.8,1.2,993.4,32,354.0,11.9,2016-09-22 18:00:00,63rdStreetWeatherStation201609221800,0.6666666666666667
Oak Street Weather Station,26.7,20.6,58,0.0,0.0,328.4,0.0,113,1.3,3.2,993.7,16,1.0,12.1,2016-09-22 18:00:00,OakStreetWeatherStation201609221800,0.40625
Oak Street Weather Station,27.1,20.8,57,0.0,0.0,328.4,0.0,21,0.8,1.3,994.3,-4,1.0,12.0,2016-09-22 19:00:00,OakStreetWeatherStation201609221900,0.6153846153846154
63rd Street Weather Station,23.9,21.1,78,0.0,0.0,845.6,0.0,0,0.0,0.5,993.6,0,354.0,11.9,2016-09-22 19:00:00,63rdStreetWeatherStation201609221900,0.0
63rd Street Weather Station,22.9,21.0,85,0.0,0.0,845.6,0.0,21,1.5,1.9,994.0,0,354.0,12.0,2016-09-22 20:00:00,63rdStreetWeatherStation201609222000,0.7894736842105263
Oak Street Weather Station,23.0,20.2,78,0.0,0.0,328.4,0.0,0,0.0,0.4,994.4,-3,1.0,12.2,2016-09-22 20:00:00,OakStreetWeatherStation201609222000,0.0
63rd Street Weather Station,23.7,21.3,81,0.0,0.0,845.6,0.0,0,0.0,0.5,994.0,0,354.0,11.9,2016-09-22 21:00:00,63rdStreetWeatherStation201609222100,0.0
Oak Street Weather Station,22.0,19.9,82,0.0,0.0,328.4,0.0,22,0.5,0.8,994.4,-3,1.0,12.0,2016-09-22 21:00:00,OakStreetWeatherStation201609222100,0.625
Oak Street Weather Station,22.7,20.1,79,0.0,0.0,328.4,0.0,99,0.0,0.5,994.5,-3,1.0,12.0,2016-09-22 22:00:00,OakStreetWeatherStation201609222200,0.0
63rd Street Weather Station,23.1,21.3,85,0.0,0.0,845.6,0.0,2,2.0,2.3,994.1,0,354.0,12.0,2016-09-22 22:00:00,63rdStreetWeatherStation201609222200,0.8695652173913044
Oak Street Weather Station,22.9,20.5,81,0.0,0.0,328.4,0.0,0,0.0,0.4,994.5,-3,1.0,12.0,2016-09-22 23:00:00,OakStreetWeatherStation201609222300,0.0
63rd Street Weather Station,22.2,21.3,92,0.0,0.2,845.7,0.0,62,0.6,0.8,994.1,1,354.0,11.9,2016-09-22 23:00:00,63rdStreetWeatherStation201609222300,0.7499999999999999
63rd Street Weather Station,22.7,21.5,90,0.0,0.0,845.7,0.0,34,0.4,0.5,994.0,0,354.0,11.8,2016-09-23 00:00:00,63rdStreetWeatherStation201609232400,0.8
Oak Street Weather Station,22.9,20.6,82,0.0,0.0,328.4,0.0,357,0.0,0.4,994.4,-3,1.0,12.2,2016-09-23 00:00:00,OakStreetWeatherStation201609232400,0.0
Oak Street Weather Station,20.9,19.4,87,0.0,0.0,328.4,0.0,0,0.0,0.8,994.3,-3,1.0,12.1,2016-09-23 01:00:00,OakStreetWeatherStation201609230100,0.0
63rd Street Weather Station,23.2,21.3,85,0.0,0.0,845.7,0.0,318,0.6,1.0,993.8,0,354.0,11.9,2016-09-23 01:00:00,63rdStreetWeatherStation201609230100,0.6
63rd Street Weather Station,20.9,20.2,93,0.0,0.0,845.7,0.0,4,2.2,4.3,994.1,1,354.0,11.9,2016-09-23 02:00:00,63rdStreetWeatherStation201609230200,0.5116279069767442
Oak Street Weather Station,21.7,19.4,82,0.0,0.0,328.4,0.0,18,1.3,3.6,994.8,-3,1.0,12.1,2016-09-23 02:00:00,OakStreetWeatherStation201609230200,0.3611111111111111
63rd Street Weather Station,21.5,20.5,92,0.0,0.0,845.7,0.0,4,2.5,4.9,994.5,1,354.0,11.9,2016-09-23 03:00:00,63rdStreetWeatherStation201609230300,0.5102040816326531
Oak Street Weather Station,21.7,20.5,90,0.0,0.0,328.4,0.0,359,1.5,3.1,995.3,-3,1.0,12.0,2016-09-23 03:00:00,OakStreetWeatherStation201609230300,0.48387096774193544
Oak Street Weather Station,20.8,20.0,93,0.0,0.0,328.4,0.0,0,1.5,3.3,995.3,-3,1.0,12.0,2016-09-23 04:00:00,OakStreetWeatherStation201609230400,0.4545454545454546
63rd Street Weather Station,21.0,20.7,97,0.0,0.0,845.7,0.0,9,3.0,5.9,994.7,1,355.0,11.9,2016-09-23 04:00:00,63rdStreetWeatherStation201609230400,0.5084745762711864
63rd Street Weather Station,20.9,20.7,99,0.0,0.0,845.7,0.0,9,3.7,6.7,994.9,1,355.0,12.0,2016-09-23 05:00:00,63rdStreetWeatherStation201609230500,0.5522388059701493
Oak Street Weather Station,20.8,20.2,95,0.0,0.0,328.4,0.0,358,1.9,2.8,995.6,-3,1.0,12.0,2016-09-23 05:00:00,OakStreetWeatherStation201609230500,0.6785714285714286
63rd Street Weather Station,20.5,20.5,99,0.0,0.0,845.7,0.0,11,4.2,6.4,994.9,1,354.0,11.9,2016-09-23 06:00:00,63rdStreetWeatherStation201609230600,0.65625
Oak Street Weather Station,20.4,19.8,94,0.0,0.0,328.4,0.0,8,2.1,3.2,995.9,-2,1.0,11.9,2016-09-23 06:00:00,OakStreetWeatherStation201609230600,0.65625
63rd Street Weather Station,21.2,20.8,97,0.0,0.0,845.7,0.0,9,3.8,6.2,996.0,9,354.0,11.9,2016-09-23 07:00:00,63rdStreetWeatherStation201609230700,0.6129032258064515
Oak Street Weather Station,21.0,20.1,93,0.0,0.0,328.4,0.0,2,3.5,5.3,996.9,2,1.0,12.1,2016-09-23 07:00:00,OakStreetWeatherStation201609230700,0.6603773584905661
63rd Street Weather Station,20.4,20.1,97,0.0,0.0,845.7,0.0,11,5.0,7.5,996.5,73,354.0,12.0,2016-09-23 08:00:00,63rdStreetWeatherStation201609230800,0.6666666666666666
Oak Street Weather Station,19.8,19.0,93,0.0,0.0,328.4,0.0,27,1.5,2.6,997.1,54,1.0,12.0,2016-09-23 08:00:00,OakStreetWeatherStation201609230800,0.5769230769230769
63rd Street Weather Station,20.3,20.0,97,0.0,0.0,845.7,0.0,6,2.6,5.5,996.7,215,354.0,11.9,2016-09-23 09:00:00,63rdStreetWeatherStation201609230900,0.4727272727272727
Oak Street Weather Station,20.8,19.9,92,0.0,0.0,328.4,0.0,8,2.4,4.4,997.4,113,1.0,12.0,2016-09-23 09:00:00,OakStreetWeatherStation201609230900,0.5454545454545454
Oak Street Weather Station,20.8,19.9,92,0.0,0.0,328.4,0.0,2,2.9,3.7,997.8,65,1.0,12.1,2016-09-23 10:00:00,OakStreetWeatherStation201609231000,0.7837837837837838
63rd Street Weather Station,20.7,20.3,96,0.0,0.0,845.7,0.0,14,4.0,5.5,996.7,184,354.0,12.0,2016-09-23 10:00:00,63rdStreetWeatherStation201609231000,0.7272727272727273
63rd Street Weather Station,21.6,21.0,95,0.0,0.0,845.7,0.0,17,5.1,7.7,997.5,84,354.0,12.0,2016-09-23 11:00:00,63rdStreetWeatherStation201609231100,0.6623376623376622
Oak Street Weather Station,21.1,20.0,91,0.0,0.0,328.4,0.0,0,3.5,4.9,998.4,51,1.0,12.0,2016-09-23 11:00:00,OakStreetWeatherStation201609231100,0.7142857142857142
63rd Street Weather Station,21.6,21.0,95,0.0,0.0,845.7,0.0,23,3.3,6.2,997.5,86,354.0,12.0,2016-09-23 12:00:00,63rdStreetWeatherStation201609231200,0.532258064516129
Oak Street Weather Station,20.5,19.5,91,0.0,0.0,328.4,0.0,5,3.5,4.9,998.3,109,1.0,12.1,2016-09-23 12:00:00,OakStreetWeatherStation201609231200,0.7142857142857142
63rd Street Weather Station,21.3,20.6,95,0.0,0.0,845.7,0.0,14,4.9,7.0,997.2,311,354.0,12.0,2016-09-23 13:00:00,63rdStreetWeatherStation201609231300,0.7000000000000001
Oak Street Weather Station,20.7,19.5,89,0.0,0.0,328.4,0.0,12,2.2,2.8,998.1,140,1.0,12.0,2016-09-23 13:00:00,OakStreetWeatherStation201609231300,0.7857142857142858
Oak Street Weather Station,20.4,19.2,90,0.0,0.0,328.4,0.0,4,3.3,4.2,997.5,229,1.0,12.1,2016-09-23 14:00:00,OakStreetWeatherStation201609231400,0.7857142857142856
63rd Street Weather Station,21.8,20.9,92,0.0,0.0,845.7,0.0,22,3.5,6.4,996.8,353,354.0,11.9,2016-09-23 14:00:00,63rdStreetWeatherStation201609231400,0.546875
Oak Street Weather Station,20.4,19.3,91,0.0,0.0,328.4,0.0,4,3.6,5.3,997.1,253,1.0,12.0,2016-09-23 15:00:00,OakStreetWeatherStation201609231500,0.679245283018868
63rd Street Weather Station,21.5,20.8,94,0.0,0.0,845.7,0.0,14,2.9,4.4,996.6,365,354.0,11.9,2016-09-23 15:00:00,63rdStreetWeatherStation201609231500,0.6590909090909091
Oak Street Weather Station,20.4,19.4,91,0.0,0.0,328.4,0.0,6,3.6,5.0,997.2,185,1.0,12.0,2016-09-23 16:00:00,OakStreetWeatherStation201609231600,0.72
63rd Street Weather Station,21.4,20.7,94,0.0,0.0,845.7,0.0,16,3.9,5.6,996.6,257,354.0,11.9,2016-09-23 16:00:00,63rdStreetWeatherStation201609231600,0.6964285714285715
63rd Street Weather Station,21.0,20.3,94,0.0,0.0,845.7,0.0,9,3.8,6.3,996.8,111,354.0,12.0,2016-09-23 17:00:00,63rdStreetWeatherStation201609231700,0.6031746031746031
Oak Street Weather Station,20.8,19.7,90,0.0,0.0,328.4,0.0,2,3.9,5.6,997.6,63,1.0,12.0,2016-09-23 17:00:00,OakStreetWeatherStation201609231700,0.6964285714285715
63rd Street Weather Station,21.5,20.8,94,0.0,0.0,845.7,0.0,22,2.8,4.5,996.9,43,354.0,11.9,2016-09-23 18:00:00,63rdStreetWeatherStation201609231800,0.6222222222222222
Oak Street Weather Station,21.1,19.7,88,0.0,0.0,328.4,0.0,5,3.1,4.2,997.7,42,1.0,11.9,2016-09-23 18:00:00,OakStreetWeatherStation201609231800,0.7380952380952381
63rd Street Weather Station,21.5,20.8,94,0.0,0.0,845.7,0.0,40,3.6,6.0,996.7,1,354.0,12.0,2016-09-23 19:00:00,63rdStreetWeatherStation201609231900,0.6
Oak Street Weather Station,20.8,19.7,90,0.0,0.0,328.4,0.0,5,2.0,3.2,997.6,-2,1.0,12.1,2016-09-23 19:00:00,OakStreetWeatherStation201609231900,0.625
63rd Street Weather Station,21.8,21.0,94,0.0,0.0,845.7,0.0,65,3.3,5.2,997.1,1,354.0,12.0,2016-09-23 20:00:00,63rdStreetWeatherStation201609232000,0.6346153846153846
Oak Street Weather Station,21.3,20.2,91,0.0,0.0,328.4,0.0,62,2.3,3.7,997.9,-3,1.0,12.0,2016-09-23 20:00:00,OakStreetWeatherStation201609232000,0.6216216216216215
63rd Street Weather Station,21.6,20.6,92,0.0,0.0,845.7,0.0,64,4.0,7.0,997.5,1,354.0,11.8,2016-09-23 21:00:00,63rdStreetWeatherStation201609232100,0.5714285714285714
Oak Street Weather Station,21.3,19.9,88,0.0,0.0,328.4,0.0,69,3.0,4.1,998.2,-3,1.0,12.0,2016-09-23 21:00:00,OakStreetWeatherStation201609232100,0.7317073170731708
63rd Street Weather Station,21.3,20.2,91,0.0,0.0,845.7,0.0,69,7.3,9.8,997.6,1,354.0,11.9,2016-09-23 22:00:00,63rdStreetWeatherStation201609232200,0.7448979591836734
Oak Street Weather Station,21.1,19.7,88,0.0,0.0,328.4,0.0,69,4.2,5.4,998.5,-3,1.0,12.0,2016-09-23 22:00:00,OakStreetWeatherStation201609232200,0.7777777777777778
63rd Street Weather Station,21.1,19.9,90,0.0,0.0,845.7,0.0,70,5.7,7.2,998.0,1,354.0,11.9,2016-09-23 23:00:00,63rdStreetWeatherStation201609232300,0.7916666666666666
Oak Street Weather Station,20.7,19.3,88,0.0,0.0,328.4,0.0,86,2.4,4.5,998.8,-3,1.0,12.0,2016-09-23 23:00:00,OakStreetWeatherStation201609232300,0.5333333333333333
63rd Street Weather Station,20.9,19.7,89,0.0,0.0,845.7,0.0,71,5.2,7.4,998.1,1,354.0,11.8,2016-09-24 00:00:00,63rdStreetWeatherStation201609242400,0.7027027027027027
Oak Street Weather Station,20.8,19.2,87,0.0,0.0,328.4,0.0,80,2.9,4.8,998.9,-3,1.0,12.0,2016-09-24 00:00:00,OakStreetWeatherStation201609242400,0.6041666666666666
63rd Street Weather Station,20.6,19.5,90,0.0,0.0,845.7,0.0,77,6.6,7.4,998.0,1,354.0,12.0,2016-09-24 01:00:00,63rdStreetWeatherStation201609240100,0.8918918918918918
Oak Street Weather Station,20.4,18.8,86,0.0,0.0,328.4,0.0,79,3.3,5.3,998.8,-3,1.0,12.1,2016-09-24 01:00:00,OakStreetWeatherStation201609240100,0.6226415094339622
63rd Street Weather Station,20.3,19.1,90,0.0,0.0,845.7,0.0,84,5.3,7.2,998.0,1,354.0,12.0,2016-09-24 02:00:00,63rdStreetWeatherStation201609240200,0.736111111111111
Oak Street Weather Station,19.9,18.4,87,0.0,0.0,328.4,0.0,93,2.0,3.8,998.9,-2,1.0,12.1,2016-09-24 02:00:00,OakStreetWeatherStation201609240200,0.5263157894736842
63rd Street Weather Station,20.1,18.9,90,0.0,0.0,845.7,0.0,96,3.2,5.2,998.1,1,355.0,11.9,2016-09-24 03:00:00,63rdStreetWeatherStation201609240300,0.6153846153846154
Oak Street Weather Station,19.8,18.3,87,0.0,0.0,328.4,0.0,98,1.8,3.6,998.7,-2,1.0,11.9,2016-09-24 03:00:00,OakStreetWeatherStation201609240300,0.5
63rd Street Weather Station,19.7,18.6,90,0.0,0.0,845.7,0.0,108,1.3,2.0,998.3,1,352.0,11.9,2016-09-24 04:00:00,63rdStreetWeatherStation201609240400,0.65
63rd Street Weather Station,19.9,18.8,90,0.0,0.0,845.7,0.0,83,3.2,5.1,998.5,1,354.0,11.9,2016-09-24 05:00:00,63rdStreetWeatherStation201609240500,0.627450980392157
Oak Street Weather Station,19.6,18.1,87,0.0,0.0,328.4,0.0,95,1.3,2.8,999.2,-2,1.0,12.0,2016-09-24 05:00:00,OakStreetWeatherStation201609240500,0.46428571428571436
Oak Street Weather Station,19.4,17.8,86,0.0,0.0,328.4,0.0,106,1.4,2.7,999.6,-2,1.0,12.0,2016-09-24 06:00:00,OakStreetWeatherStation201609240600,0.5185185185185185
63rd Street Weather Station,19.7,18.5,90,0.0,0.0,845.7,0.0,83,3.5,5.2,999.0,1,354.0,11.9,2016-09-24 06:00:00,63rdStreetWeatherStation201609240600,0.673076923076923
Oak Street Weather Station,19.5,17.9,86,0.0,0.0,328.4,0.0,106,1.2,2.7,999.9,4,1.0,12.0,2016-09-24 07:00:00,OakStreetWeatherStation201609240700,0.4444444444444444
